date,venue,city,state,country,setlist,link
2008.01.18,The Showbox,Seattle,WA,USA,"SET 1: Murph, Bigs, 1103, Yes~No, Music, Us, One a Day, Luma Daylight, Be Nice, Murph. SET 2: Arigato, Move My Peeps, Evasive/Kamuy, The Unquestionable Supremacy of Nature, Surreality> EB, Lo Swaga, Murph. E: Inspire Strikes Back.",http://digital.1320records.com/search/release.php?RELEASE_ID=318
2008.01.17,The Showbox,Seattle,WA,USA,"SET 1: Murph, Really Wut?, Ramone & Emiglio, Dem Be, We'll Meet In Our Dreams, Rent, Grow, Somesing, Murph. SET 2: STS9, GLOgli, Water Song, Tokyo, Instantly, Aimlessly (aborted), Hi-Key, Murph. E: Moon Socket.",http://digital.1320records.com/search/release.php?RELEASE_ID=317
2007.12.31,The Tabernacle,Atlanta,GA,USA,"SET 1: Murph, Music, Us, 986 Foot Tall Trees, Pianoir, We'll Meet In Our Dreams, Hi-Key, Move My Peeps, Murph. SET 2: Instantly, Monkey Music, Really Wut?, Kaya, untitled, Murph.
SET 3: The Unquestionable Supremacy of Nature, untitled (NYE countdown), Lo Swaga, Arigato> Blu Mood, Rent, One a Day, Be Nice. E: Inspire Strikes Back, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=316
2007.12.30,The Tabernacle,Atlanta,GA,USA,"SET 1: Moon Socket> Hubble, Wika Chikana, H. B. Walks to School, Four Year Puma, Tap-In, Quests, Evasive Maneuvers, Murph. SET 2: Tooth, This, Us, Grow> Open E, Peoples, Aimlessly, Murph.
E: Baraka. SET 1: ""Interplanetary Escape Vehicle"" played in its entirety",http://digital.1320records.com/search/release.php?RELEASE_ID=315
2007.12.29,The Tabernacle,Atlanta,GA,USA,"SET 1: Gobi, Big Little Scenario> Abcees, Kamuy, Once Told, You Don't Say, Mobsters> Surreality> EB, Murph. SET 2: GLOgli, Bigs, Somesing, Dem Be, Ramone & Emiglio, From Now On, Murph. E: Dance.",http://digital.1320records.com/search/release.php?RELEASE_ID=314
2007.12.28,The Tabernacle,Atlanta,GA,USA,"SET 1: Musical Story, Yes> The Rabble> F. Word, ReEmergence, STS9, Warrior, untitled, Mischief of a Sleepwalker, Murph. SET 2: 1103, Luma Daylight> Tokyo, By the Morning Sun> Orbital, Breathe In, Murph. E: Circus.",http://digital.1320records.com/search/release.php?RELEASE_ID=313
2007.12.01,The Catalyst,Santa Cruz,CA,USA,"SET 1: Murph, Be Nice, Somesing, Bigs, Moon Socket, Really Wut?, Kaya, GLOgli, Murph. SET 2: The Unquestionable Supremacy of Nature, Tooth, Peoples, Mischief of a Sleepwalker, One a Day, Lo Swaga, Murph. E: Abcees, Circus.",http://digital.1320records.com/search/release.php?RELEASE_ID=312
2007.11.30,The Catalyst,Santa Cruz,CA,USA,"SET 1: Murph, The Rabble, F. Word, Move My Peeps, Hi-Key, By the Morning Sun, Evasive/Kamuy, Instantly, Murph. SET 2: Rent, Ramone & Emiglio, Arigato, Aimlessly, Inspire Strikes Back, 1103, Murph. E: Open E.",http://digital.1320records.com/search/release.php?RELEASE_ID=311
2007.10.31,Warfield Theater,San Francisco,CA,USA,"SET 1: 1103, One a Day, Hi-Key, Aimlessly> Nautilus> Aimlessly, Inspire Strikes Back, Really Wut?, Mobsters, Surreality> EB, Murph. SET 2: Murph, Rent, The Rabble, Moon Socket, Be Nice, The Unquestionable Supremacy of Nature, Tooth, Orbital, Murph. E: Abcees, Lo Swaga.",http://digital.1320records.com/search/release.php?RELEASE_ID=310
2007.10.28,House of Blues,Las Vegas,NV,USA,"SET 1: Be Nice, Bigs, Tokyo, Inspire Strikes Back, Move My Peeps, Evasive/Kamuy, Rent, Murph. SET 2: Murph, The Rabble, Grow, GLOgli, Mischief of a Sleepwalker, The Unquestionable Supremacy of Nature, Arigato, Murph. E: Tap-In.",http://digital.1320records.com/search/release.php?RELEASE_ID=309
2007.10.27,Vegoose,Las Vegas,NV,USA,"SET: Murph, Tooth, F. Word, Aimlessly, Hi-Key, One a Day, Peoples, 1103, Ramone & Emiglio, Instantly, Lo Swaga, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=308
2007.10.05,Barrymore Theatre,Madison,WI,USA,"SET 1: Murph, 1103, Rent, ReEmergence, Hi-Key, Pianoir, The Rabble, Ramone & Emiglio, Murph. SET 2: Instantly, F. Word, One a Day, Breathe In (partial), Water Song, You Don't Say, Move My Peeps, Lo Swaga, Murph. E: Luma Daylight, Tokyo (tease), Arigato.",http://digital.1320records.com/search/release.php?RELEASE_ID=307
2007.10.04,The Rave,Milwaukee,WI,USA,"SET 1: Murph, Tooth, STS9, Abcees, Kaya, Aimlessly, Big Little Scenario, Moon Socket, Murph. SET 2: Bigs, Be Nice, Dem Be, GLOgli, Mobsters, Surreality> EB, The Unquestionable Supremacy of Nature, Murph. E: Orbital.",http://digital.1320records.com/search/release.php?RELEASE_ID=306
2007.10.03,Newport Music Hall,Columbus,OH,USA,"SET 1: Murph, Arigato, Blu Mood, Jebez, Monkey Music, This, Us, Equinox, One a Day, Murph. SET 2: Peoples, Lo Swaga, By the Morning Sun, Somesing, Rent, Open E, Instantly, Murph. E: Gobnugget.",http://digital.1320records.com/search/release.php?RELEASE_ID=305
2007.10.02,Mr. Small's Theater,Millvale,PA,USA,"SET 1: Murph, Tokyo, F. Word, Inspire Strikes Back, Warrior, Really Wut?, Bigs, Tooth, Murph. SET 2: 1103, Music, Us, Grow, Tap-In, We'll Meet In Our Dreams, The Rabble, Hubble, Murph. E: Hi-Key.",http://digital.1320records.com/search/release.php?RELEASE_ID=304
2007.09.29,Nokia Theatre,New York,NY,USA,"SET 1: Murph, Be Nice, The Unquestionable Supremacy of Nature, GLOgli, You Don't Say (reworked), Mischief of a Sleepwalker, Aimlessly, Tooth, Murph. SET 2: Lo Swaga, Surreality> EB, Abcees, 1103, ReEmergence, Ramone & Emiglio, Open E, Murph. E: Circus.",http://digital.1320records.com/search/release.php?RELEASE_ID=303
2007.09.28,Nokia Theatre,New York,NY,USA,"SET 1: Murph, Bigs> Rent, F. Word, Arigato, Dem Be, Evasive/Kamuy, One a Day, Murph. SET 2: Moon Socket, Instantly, The Rabble, Move My Peeps, This, Us, Hi-Key, Peoples, Murph. E: Somesing.",http://digital.1320records.com/search/release.php?RELEASE_ID=302
2007.09.27,Avalon,Boston,MA,USA,"SET 1: Murph, 1103, Twilight, Inspire Strikes Back, Once Told, Big Little Scenario, Luma Daylight, Tokyo, Murph. SET 2: One a Day, Lo Swaga, Blu Mood, Crystal Instrument, Orbital, The Unquestionable Supremacy of Nature, Aimlessly, Murph. E: Four Year Puma.",http://digital.1320records.com/search/release.php?RELEASE_ID=301
2007.09.26,Calvin Theatre,Northhampton,MA,USA,"SET 1: Murph, STS9, Move My Peeps, Open E, You Don't Say, Arigato, Dem Be, Grow, Murph. SET 2: F. Word, Be Nice, By the Morning Sun, Wika Chikana, Jebez, Really Wut?, Rent, Murph.
E: Breathe In.",http://digital.1320records.com/search/release.php?RELEASE_ID=300
2007.09.25,Higher Ground,So. Burlington,VT,USA,"SET 1: Murph, Warrior, Surreality> EB, Abcees, Lo Swaga, 986 Foot Tall Trees, Tap-In, One a Day, Murph. SET 2: The Rabble, Peoples, Hi-Key, Tooth, Instantly, Hubble, The Unquestionable Supremacy of Nature, Murph. E: Circus.",http://digital.1320records.com/search/release.php?RELEASE_ID=299
2007.09.22,Sonar Nightclub,Baltimore,MD,USA,"SET 1: Murph, The Rabble, Inspire Strikes Back, Trinocular, Vibyl, F. Word, Abcees, Ramone & Emiglio, Twilight, Murph. SET 2: Tooth, Aimlessly, ReEmergence, GLOgli, From Now On, Moon Socket, Instantly, Murph. E: Roygbiv, This, Us.",http://digital.1320records.com/search/release.php?RELEASE_ID=298
2007.09.20,Clutch Cargo's,Pontiac,MI,USA,"SET 1: Murph, Instantly, Evasive/Kamuy, Bigs, 986 Foot Tall Trees, Mischief of a Sleepwalker, Tokyo, Blu Mood, Murph. SET 2: Hubble, F. Word, This, Us, ...And Some Are Angels, Music, Us, Tooth, Aimlessly, Murph. E: The Rabble.",http://digital.1320records.com/search/release.php?RELEASE_ID=296
2007.09.18,Liberty Hall,Lawrence,KS,USA,"SET 1: Murph, Tooth, Grow, Abcees, 1103, Warrior, Surreality> EB, One a Day, Murph.
SET 2: Monkey Music, The Rabble, GLOgli, Hi-Key, Water Song, You Don't Say, Breathe In, Murph. E: Four Year Puma.",http://digital.1320records.com/search/release.php?RELEASE_ID=295
2007.09.14,La Zona Rosa,Austin,TX,USA,"SET 1: Murph, Ramone & Emiglio, Tooth, STS9, The Rabble, By the Morning Sun, Mischief of a Sleepwalker, Hi-Key, Murph. SET 2: 1103, Rent, Abcees, ...And Some Are Angels, Crystal Instrument, Be Nice, One a Day, Murph. E: We'll Meet In Our Dreams, Dance.",http://digital.1320records.com/search/release.php?RELEASE_ID=294
2007.09.08,Red Rocks Amphitheatre,Morrison,CO,USA,"SET 1: Murph, Breathe In, Be Nice, One a Day, From Now On, The Rabble, Instantly, Peoples, Murph. SET 2: The Unquestionable Supremacy of Nature, Mischief of a Sleepwalker, Lo Swaga, 1103, Move My Peeps, Rent, Open E, Murph. E: Life's Sweet Breath, Orbital.",http://digital.1320records.com/search/release.php?RELEASE_ID=293
2007.09.07,Red Rocks Amphitheatre,Morrison,CO,USA,"SET 1: Murph, This, Us, Tooth, F. Word, Really Wut?, Pianoir, Luma Daylight, Tokyo, Murph. SET 2: Surreality> EB, Arigato, We'll Meet In Our Dreams, Aimlessly> Nautilus> Aimlessly, Abcees> Moon Socket, So It Goes, You Don't Say, Murph. E: Circus, Tap-In.",http://digital.1320records.com/search/release.php?RELEASE_ID=292
2007.09.06,Ogden Theatre,Denver,CO,USA,"SET 1: Murph, Hi-Key, Evasive Maneuvers, Bigs, Crystal Instrument, Today, GLOgli, Wika Chikana, Murph. SET 2: Somesing, Hubble, Jebez, Blu Mood, Twilight, Grow, Baraka, Murph. E: Inspire Strikes Back.",http://digital.1320records.com/search/release.php?RELEASE_ID=291
2007.08.25,Metamorphose '07,Izu,Japan,USA,"SET 1: Be Nice, Rent, One a Day, Lo Swaga, 1103, Move My Peeps, The Unquestionable Supremacy of Nature, Murph. SET 2: Evasive/Kamuy, Instantly, Orbital, Tooth, Arigato, Surreality> EB, Roygbiv, Abcees, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=290
2007.08.24,Sun Hall,Osaka,Japan,USA,"SET 1: Murph, Somesing, Ramone & Emiglio, The Rabble, Arigato, 1103, Bigs, Murph. SET 2: Instantly, GLOgli> Moon Socket, This, Us, Baraka, Inspire Strikes Back, Aimlessly, Murph. E: Grow.",http://digital.1320records.com/search/release.php?RELEASE_ID=289
2007.08.23,The Bottom Line,Nagoya,Japan,USA,"SET 1: Murph, Really Wut?, Tooth, Mischief of a Sleepwalker, Blu Mood, Hi-Key, Lo Swaga, Murph. SET 2: Be Nice, Tokyo, Music, Us, F. Word, One a Day, Evasive/Kamuy, Murph. E: Rent.",http://digital.1320records.com/search/release.php?RELEASE_ID=288
2007.08.18,Camp Bisco,Mariaville,NY,USA,"SET: Murph, Tooth, Aimlessly, We'll Meet In Our Dreams, F. Word, Arigato, Be Nice, Somesing, Lo Swaga, One a Day, Instantly, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=287
2007.08.04,Lollapalooza Festival,Chicago,IL,USA,"SET: Murph, One a Day, Rent, This, Us, The Unquestionable Supremacy of Nature, Open E, Instantly, Really Wut?, Lo Swaga, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=284
2007.08.03,House of Blues,Chicago,IL,USA,"SET 1: Bigs, Murph, 1103, Aimlessly, Blu Mood, Twilight, Grow, Abcees, ...And Some Are Angels, Murph. SET 2: Jebez, Tooth, Tokyo, Pianoir, The Rabble, GLOgli, Be Nice, Murph. E: Music, Us, Peoples, Mobsters> Surreality> EB.",http://digital.1320records.com/search/release.php?RELEASE_ID=283
2007.07.21,Greek Theatre,Berkeley,CA,USA,"SET: Murph, The Rabble, Lo Swaga, The Unquestionable Supremacy of Nature, Be Nice, Rent, Kamuy, Moon Socket, Tooth, Open E, One a Day, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=282
2007.07.13,All Good Music Festival,Masontown,WV,USA,"SET: Murph, Rent, One a Day, STS9, You Don't Say, Mischief of a Sleepwalker, We'll Meet In Our Dreams, The Rabble, Tooth, Aimlessly, 1103, Instantly, Murph. E: Be Nice.",http://digital.1320records.com/search/release.php?RELEASE_ID=281
2007.07.07,RE:GENERATION,Deerfields,NC,USA,"SET: Murph, Somesing, Circus, Peoples, Music, Us, Wika Chikana, Luma Daylight, Tokyo, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=279
2007.07.07,RE:GENERATION,Deerfields,NC,USA,"SET 1: Murph, Instantly, Move My Peeps, Velez Improv (w/ RD), The Unquestionable Supremacy of Nature, Ramone & Emiglio, The Rabble, Open E, Murph. SET 2: Lo Swaga, 1103, One a Day, Murph, 303 Improv (w/ RD)> Hip Hop Improv (w/ RD)> Surreality (w/ RD)> EB (w/ RD), Blu Mood, Murph. E: Baraka, Evasive/Kamuy, Grow. Guests: w/ Richard Devine",http://digital.1320records.com/search/release.php?RELEASE_ID=280
2007.07.06,RE:GENERATION,Deerfields,NC,USA,"SET 1: Murph, Really Wut?, Abcees, Tooth, Moon Socket, So It Goes, From Now On, GLOgli (w/ Call Jam)> Murph. SET 2: Rent, Be Nice, Arigato, F. Word, Bigs, Aimlessly (w/ Joe Russo), Tap-In, Murph. E: Twilight, Inspire Strikes Back. Guests: Joe Russo on percussion.",http://digital.1320records.com/search/release.php?RELEASE_ID=278
2007.06.15,Bonnaroo Music & Arts Festival,Manchester,TN,USA,"SET 1: Murph, Instantly, Aimlessly, Rent, 1103, Abcees, Breathe In, Four Year Puma, The Rabble> Tap-In, Murph. SET 2: Be Nice, Evasive/Kamuy, Bigs, Lo Swaga, Orbital, The Unquestionable Supremacy of Nature, Moon Socket, One a Day, Murph. E: Tooth> Open E.",http://digital.1320records.com/search/release.php?RELEASE_ID=277
2007.04.29,Tipitina's Uptown,New Orleans,LA,USA,"SET 1: Murph, Be Nice, STS9, Lo Swaga, Warrior, The Rabble, The Unquestionable Supremacy of Nature, Rent, Murph. SET 2: One a Day, Tooth, 1103, Aimlessly, Somesing, Inspire Strikes Back, Mischief of a Sleepwalker, Instantly, Murph. E: You Don't Say, Kamuy.",http://digital.1320records.com/search/release.php?RELEASE_ID=275
2007.04.28,Tennessee Theatre,Knoxville,TN,USA,"SET 1: Murph, Peoples, Tap-In, Abcees, GLOgli, Surreality> EB, This, Us, F. Word, Murph. SET 2: Hi-Key, Bigs, Lo Swaga, Blu Mood, Tooth, Wika Chikana, Aimlessly, Murph. E: The Rabble, Dance.",http://digital.1320records.com/search/release.php?RELEASE_ID=274
2007.04.27,Thomas Wolfe Auditorium,Asheville,NC,USA,"SET 1: Murph, Rent, Instantly, Moon Socket, Pianoir, Luma Daylight, One a Day, Murph. SET 2: The Unquestionable Supremacy of Nature, Be Nice, You Don't Say, 1103, ...And Some Are Angels, Ramone & Emiglio, Open E, Murph. E: Roygbiv, Hubble.",http://digital.1320records.com/search/release.php?RELEASE_ID=273
2007.04.26,Headliner's Music Hall,Louisville,KY,USA,"SET 1: Murph, Abcees, F. Word, From Now On, Move My Peeps, Today, Arigato, Kamuy, Murph. SET 2: Tokyo, Breathe In, Lo Swaga, We'll Meet In Our Dreams, Mischief of a Sleepwalker, Circus, Murph. E: Really Wut?.",http://digital.1320records.com/search/release.php?RELEASE_ID=272
2007.04.25,New Daisy Theatre,Memphis,TN,USA,"SET 1: Murph, This, Us, STS9, Somesing, Kaya, Bigs, ReEmergence, One a Day, Murph. SET 2: The Rabble, Grow, Tooth, Equinox, The Unquestionable Supremacy of Nature, Inspire Strikes Back, Murph. E: Baraka.",http://digital.1320records.com/search/release.php?RELEASE_ID=271
2007.04.24,The Blue Note,Columbia,MO,USA,"SET 1: Murph, Be Nice, Frequencies Peace 2> Frequencies Peace 3, 1103, Music, Us, Crystal Instrument, 986 Foot Tall Trees, GLOgli, Murph. SET 2: Monkey Music, Aimlessly, Big Little Scenario, Peoples, Rent, Blu Mood, Murph. E: Four Year Puma.",http://digital.1320records.com/search/release.php?RELEASE_ID=270
2007.04.21,City Hall,Nashville,TN,USA,"SET 1: Murph, You Don't Say, Mischief of a Sleepwalker, Somesing, Abcees, By the Morning Sun, Really Wut?, Tokyo, Murph. SET 2: Tap-In, F. Word, Instantly, Breathe In, The Rabble, Hi-Key, One a Day, Murph. E: The Unquestionable Supremacy of Nature.",http://digital.1320records.com/search/release.php?RELEASE_ID=269
2007.04.20,The Pageant,Saint Louis,MO,USA,"SET 1: Murph, Arigato, Wika Chikana, Grow, 1103, ...And Some Are Angels, Aimlessly, Murph. SET 2: Bigs, Lo Swaga, Pianoir, Ramone & Emiglio, Tooth, This, Us, Once Told, Rent, Murph. E: King Pharoah's Tomb, Moon Socket.",http://digital.1320records.com/search/release.php?RELEASE_ID=268
2007.04.19,Alabama Theatre,Birmingham,AL,USA,"SET 1: Murph, Be Nice, Abcees, Blu Mood, ReEmergence, Music, Us, Peoples, Hubble, Murph. SET 2: GLOgli (Call Jam tease), The Unquestionable Supremacy of Nature, Evasive/Kamuy, Warrior, Dance, Murph. E: Open E.",http://digital.1320records.com/search/release.php?RELEASE_ID=267
2007.04.18,Soul Kitchen,Mobile,AL,USA,"SET 1: Murph, F. Word, Big Little Scenario, We'll Meet In Our Dreams, STS9, Mischief of a Sleepwalker, Instantly, Murph. SET 2: One a Day, Hi-Key, Inspire Strikes Back, You Don't Say, Mobsters, Surreality> EB, Murph. E: Lo Swaga.",http://digital.1320records.com/search/release.php?RELEASE_ID=266
2007.04.17,Varsity Theatre,Baton Rouge,LA,USA,"SET 1: Murph, Somesing, Tokyo, From Now On, Jebez, Circus, Aimlessly, Murph.
SET 2: Bigs, Move My Peeps, Tooth, Equinox, The Rabble, Crystal Instrument, Rent, Murph. E: Arigato.",http://digital.1320records.com/search/release.php?RELEASE_ID=265
2007.04.14,Stubb's BBQ,Austin,TX,USA,"SET 1: Murph, One a Day, GLOgli, Tap-In, This, Us, Hubble, The Unquestionable Supremacy of Nature, Murph. SET 2: 1103, Arigato, F. Word, You Don't Say, Squares and Cubes, Lo Swaga, Open E, Murph, Inspire Strikes Back.",http://digital.1320records.com/search/release.php?RELEASE_ID=264
2007.04.13,The Meridian,Houston,TX,USA,"SET 1: Murph, The Rabble, Grow, Somesing, Music, Us, Pianoir, Once Told, Bigs, Murph. SET 2: STS9, Mischief of a Sleepwalker, Peoples, ReEmergence, Hi-Key, Instantly, Murph. E: Four Year Puma.",http://digital.1320records.com/search/release.php?RELEASE_ID=263
2007.04.12,Grenada Theater,Dallas,TX,USA,"SET 1: Murph, We'll Meet In Our Dreams> Be Nice, Rent, Abcees, By the Morning Sun, Luma Daylight> Tokyo, Murph. SET 2: Tooth, Really Wut?, Blu Mood, Be Pulse, Aimlessly, Ramone & Emiglio, Murph. E: Kamuy.",http://digital.1320records.com/search/release.php?RELEASE_ID=262
2007.03.17,Boulder Theater,Boulder,CO,USA,"SET 1: Murph, A Change In Weather> Against The Grain pt.2> Water Song> Parks Kalieding> One a Day Remix (Sub Id)> Bapbap> The Rabble> ReEmergence, Tooth, Murph. SET 2: Open E, Life's Sweet Breath, Circus, This, Us, Luma Daylight, Tokyo, Aimlessly, Murph. E: T. W. E. L. V. E., Rent.",http://digital.1320records.com/search/release.php?RELEASE_ID=261
2007.03.16,Boulder Theater,Boulder,CO,USA,"SET 1: Murph, Mischief of a Sleepwalker, Peoples, Kaya, Music, Us, Crystal Instrument, Lo Swaga, Murph. SET 2: You Don't Say, Mobsters> Surreality> EB, Equinox, The Unquestionable Supremacy of Nature, Dance, Instantly, Murph. E: Baraka.",http://digital.1320records.com/search/release.php?RELEASE_ID=260
2007.03.15,Boulder Theater,Boulder,CO,USA,"SET 1: Murph, Monkey Music, Hubble, 986 Foot Tall Trees, Trinocular, Vibyl, ...And Some Are Angels, What Is Love?, 1103, Murph. SET 2: One a Day, F. Word, We'll Meet In Our Dreams, Arigato, Bigs, From Now On, Inspire Strikes Back, Murph. E: Moon Socket.",http://digital.1320records.com/search/release.php?RELEASE_ID=259
2007.03.14,Boulder Theater,Boulder,CO,USA,"SET 1: Murph, So It Goes, Wika Chikana, Be Pulse> Warrior, Breathe In, Pianoir, Ramone & Emiglio, Murph. SET 2: Be Nice, Hi-Key, Orbital, Grow, Squares and Cubes, Really Wut?, Blu Mood, Murph. E: Four Year Puma.",http://digital.1320records.com/search/release.php?RELEASE_ID=258
2007.03.13,Boulder Theater,Boulder,CO,USA,"SET 1: Murph, Big Little Scenario, Move My Peeps, Once Told, By the Morning Sun, STS9, Jebez, Frequencies Peace 2> Frequencies Peace 3, Murph. SET 2: Evasive/Kamuy, Tap-In, Kabuki, Abcees, Nautilus, GLOgli, Somesing, Murph. E: Gobnugget.",http://digital.1320records.com/search/release.php?RELEASE_ID=257
2007.03.09,Langerado Festival,Sunrise,FL,USA,"SET: Be Nice, Tokyo, Open E, Really Wut?, Blu Mood, Bigs, Grow, Arigato, Murph.
E: Aimlessly.",http://digital.1320records.com/search/release.php?RELEASE_ID=256
2007.03.08,Revolution,Fort Lauderdale,FL,USA,"SET 1: Murph, This, Us, Lo Swaga, F. Word, We'll Meet In Our Dreams, One a Day, Tooth, You Don't Say, Murph. SET 2: Abcees, Instantly, Evasive/Kamuy, By the Morning Sun, Peoples, The Unquestionable Supremacy of Nature, Rent, Murph. E: GLOgli, Moon Socket, So It Goes.",http://digital.1320records.com/search/release.php?RELEASE_ID=255
